food_name,category1,category2,ingredients,contents,,
카레새우삼각김밥,밥/죽/떡,기타,[재료] 새우 7마리| 양파 1/4개| 김치 1/6포기| 밥지을쌀| 김밥용김| 계란| 밀가루| 빵가루 [양념] 백세 카레가루 2T,"1. 먼저 밥을 지어보아요~쌀을 깨끗히 씻은 후에 적당량을 물을 붓고 백세카레가루1T를 풀어줍니다~카레의 양은 쌀의 양에 따라 가감해주세요~ 해보니 1~1/2T가 적당한거 같아요~
2. 그럼 이제 카레새우속을 만들어 보아요~새우는 머리,꼬리를 떼어내고 껍질을 벗겨 내장을 제거해서 준비해주세요~
3. 새우와 양파는 곱게 다져주세요~김치도 송송송 다진 다음에 물기를 쪽- 빼주세요~그 다음 빵가루2T, 계란물1T, 소금으로 약간 간을 해주시고 후추대신 백세카레가루를 솔솔솔 뿌려주세요~
4. 그 다음에 삼각김밥틀보다 조금 작게 카레새우속 모양을 만들어주세요~
5. 빵가루에 미리 백세카레가루를 섞어주신 다음에~
6. 카레새우속을밀가루->계란물->카레빵가루 순으로 묻혀주세요~이때 모양을 한번 더 잡아주세요~
7. 그 다음에 기름에 노릇노릇 튀겨주세요~그럼 요렇게 맛있는 카레새우속이 완성됩니다~저 상태에서 먹어도 너무 맛있어요~
8. 이제 백세카레밥에 소금으로 약간 간을 해주세요~
9. 그 다음에 삼각김밥틀에 카레밥은 1/3만 담고 그 위에 카레새우속을 올리고 다시 카레밥을 꼼꼼히 채워주세요~
10. 그럼 요렇게 모양도 이쁜 카레새우삼각밥이 완성!
11. 이제 김밥용김을 잘라서 삼각김밥을 이쁘게 싸주세요~
12. 짜잔- 이제 완벽한 카레새우삼각김밥완성!",,
블루베리쨈,양념/소스/잼,조림,[재료] 블루베리 500g| 설탕 150g| 레몬즙 2T| 럼 1T| 모닝빵 3개,"1. 블루베리에 설탕150g을 넣어주세요~달달한거 좋아하시면 200g 정도 넣어줘도 괜찮을거 같아요~
2. 블루베리와 설탕을 잘 섞어주세요~그런 다음 2시간 정도 놔두세요~설탕에 블루베리색이 물들어서 보라빛 설탕이 되었어요~
3. 이제 중간불에서 눌지않게 잘 저으시다가끓기 시작하면 약한불로 불을 줄이세요~그 다음 레몬즙과 럼을 넣고 끓여주세요~이렇게 끓이면서 블루베리가 씹히는게 싫으시면 주걱으로 으깨주시면되요~좀 묽다 싶으면 불을 꺼주세요~ 뜨거운 상태에서 쨈처럼 농도가 진하면 다 식은후에 딱딱하게 굳어버려요~레몬즙을 넣으면 색깔도 더 선명해지고 쨈도 더 잘되요~
4. 병은 뜨거운물에 넣어서 소독시킨 후에 물기를 제거한 다음에 블루베리쨈을 넣고 미지근할때까지 저렇게 뒤집어 두세요~ 그 다음에 냉장고로~그럼 완성이예요~
5. 맛있는 블루베리쨈을 그냥 냉장고에만 넣어 둘 수 없죠~모닝빵을 반으로 가른 뒤에 블루베리쨈을 듬뿍 발라주세요~
6. 블루베리쨈을 바른 모닝빵을 그릴이나 후라이팬에 올리고~ 꾸욱- 눌러주세요~
7. 요렇게 꾹 눌러서 바삭하게 구워주면~ 모닝베리 완성♥",,
미니새우버거,빵,굽기,[재료] 모닝빵 3개| 새우 10마리| 상추 3장| 토마토 1개| 피클 약간| 마요네즈 [패티양념] 다진양파 1/2개| 빵가루| 밀가루| 계란| 소금| 후추,"1. 상추는 깨끗히 씻어서 준비해주시구요. 토마토랑 피클을 슬라이스해서 준비해주세요~상추대신 양상추를 사용하셔도 되고요~ 양배추를 채썰어 사용하셔도 좋아요~
2. 새우는 깨끗히 손질해서 잘게 다져주세요~통새우가 없으시면 칵테일 새우를 이용하셔도 좋아요~
3. 잘게 다진 새우살과 빵가루2T, 밀가루1T, 다진양파, 달걀물2T, 소금, 후추가루를 넣고 잘 섞어주세요~
4. 그 다음 빵크기에 맞게 둥글게 빚어주세요~
5. 후라이팬에 기름을 살짝 누르고 노릇노릇 구워주세요~맛있는 냄새가 솔솔~
6. 새우패티를 노릇노릇 굽는동안 모닝빵을 오븐이나 기름을 두르지 않은 후라이팬에 데워서 따뜻하게 준비해주세요~
7. 그 다음 모닝빵을 반으로 가른 뒤에 마요네즈를 얇게 발라주세요~마요네즈 대신 허니머스터드를 발라도 좋구요~마요네즈와 허니머스터드를 섞은 다음 다진 피클을 넣어서 발라줘도 좋아요~
8. 마요네즈를 바른 빵에 상추 →토마토→피클순으로 올려주세요~
9. 그 위에 노릇노릇 맛있게 구운 새우패티를 올려주세요~",,
고구마그라탕,양식,굽기,[재료] 고구마 으깬것 250g| 생크림 2큰술| 설탕 1큰술| 버터 1큰술| 아몬드슬라이스| 모짜렐라치즈 [커스타드크림] 우유 270ml| 박력분 25g| 노른자 3개| 설탕 60g| 바닐라오일 약간| 버터 20g,"1. 먼저 전자레인지로 커스타드크림을 만들어요. 1. 노른자와 설탕, 바닐라오일을 잘 섞어 줍니다. 2. 1에 우유를 넣고 섞어 줍니다. 3. 체친 박력분을 2에 넣는다. 4. 3을 체에 한번 거른다. 5. 내열용기에 담고 랩을 씌워 전자레인지에 3분 돌린다. 6. 꺼내서 잘 섞어주고 다시 랩을 씌워 전자레인지에 3분 돌린다. 7. 꺼내서 섞어준후 버터를 한조각 넣어 녹여 준다. 8. 완성된 커스터드크림에 랩을 밀착시켜 냉장고에 넣고 차게 식힌다. 편집하다 보니 5번과 6번 사진이 바뀌었네요.
2. 고구마는 껍질을 벗겨 삶은후 뜨거울때 바로 으깨 주세요.
3. 으깬 고구마에 설탕과 생크림, 버터를 넣고 잘 섞어 줍니다.
4. 그라탕용기에 고구마를 깔아 주고요.
5. 그위에 커스터드크림을 올려 주세요. 뭐 취향에 따라 듬뿍 올려 주셔도 되구요. 저는 0.7~1센티의 두깨로 올려 줬답니다.
6. 마지막으로 모짜렐라치즈와 아몬드 슬라이스를 올리고 210도로 예열된 오븐에 10~15분 정도 구워 줍니다. 온도와 시간은 자신의 오븐에 맞게 조절해 주세요.
7. 달콤하고 고소한 영양간식 고구마 그라탕 완성. 뜨거울때 드세요.
8. 치즈가 주욱 안에는 달콤한 커스타드 크림과 고구마가 샤르르. 바삭하게 구워진 아몬드슬라이스도 아주 고소하답니다. 요거요거 정말 부드럽고 맛있어요. 커스타드크림과 고구마, 그리고 모짜렐라치즈의 궁합이 정말 잘 맞는것 같아요. 요거 아이들 영양간식으로 정말 좋을것 같죠? 남녀노소 누가 먹어도 맛있다고 할것 같아요. 만들기도 쉽고 맛도 정말 좋답니다.",,
밤식빵,빵,굽기,[재료] 국내산 제빵용 쌀가루 390그램| 계란 1개| 우유 250~270ml| 인스턴트 드라이 이스트 4그램| 소금 4그램| 버터 50그램| 설탕 50그램| 밤조림 150그램| 아몬드 슬라이스 30그램. [쿠키반죽] 버터 75그램| 설탕 75그램| 노른자 1개| 박력분 110그램| 바닐라오일 약간,"1. 저는 제빵기 반죽 했어요. 우유는 미지근하게 데워 계란과 섞어 주세요.
2. 쌀가루에 소금과 설탕, 이스트가 섞이지 않게 넣고 우유와 계란을 섞어 주세요. 이때 우유의 분량은 250~270ml 사이로 넣어 주시는데요. 분량대로 다 넣지 마시고 질기를 봐가며 넣어 주세요. 잘 치대서 하나로 뭉쳐지면 버터를 넣고 나머지 반죽을 20분간 잘 치대 줍니다.
3. 반죽이 하나로 뭉쳐지면 1차 발효 없이 둥글리기 해서 젖은 면보를 덮어 10분간 휴지시켜 주세요. 쌀가루로 빵을 만들때는 1차 발효가 필요 없다고 하지요? 어찌나 편한지요. 저는 웰빙식빵틀을 쓸꺼라서 반죽을 두개로 나누었어요.
4. 휴지 시킬 동안 밤조림은 잘게 다져서 준비해 두세요. 집에서 조린밤이라 다른 첨가물을 넣지 않아 저렇게 시컴시컴 해요.
5. 식빵표면에 바를 쿠키반죽도 만들어요. 실온을 버터를 부드럽게 풀어 설탕을 넣고 잘 섞어 주세요. 노른자를 바닐라오을을 약간 넣어 섞어 줍니다. 체친 박력분을 넣고 날가루가 보이지 않도록 섞어 주면 완성.
6. 휴지가 끝나면 반죽을 밀대로 길게 밀어 다져 놓은 밤조림을 넣고 돌돌 말아 끝을 잘 꼬집어 마무리 해 주세요. 요거 말아 줄때 꼼꼼하게 말아줘야 빈틈이 생기지 않아요. 저는 밤도 좀 크게 다지고 그랬더니 굽고나서 빈틈이 좀 생기더라구요.
7. 식빵틀에 넣고 따뜻한물을 적신 젖은 타월을 얹고 2차 발효 1시간 정도 해주세요. 날이 추워 1시간안에 2배로 부풀지 않을수도 있으니 큰 비닐에 반죽이 담긴 틀과 뜨거운물을 담은 그릇을 넣고 비닐을 밀봉해서 발효 하면 발효가 더 잘되요.
8. 1시간후 두배로 부푼 반죽. 틀의 80% 정도만 부풀어 오르면 되요.
9. 표면에 계란흰자를 발라 주시구요.
10. 저는 조금 남겨둔 밤도 좀 올렸어요.
11. 깍지를 끼워 쿠키반죽을 표면에 짜주고 아몬드 슬라이스를 솔솔 뿌려 180도로 예열된 오븐에 30분 정도 구워 주세요. 자신의 오븐에 맞게 온도나 시간 조절을 하시면 되요.",,
고구마보트,디저트,굽기,[재료] 고구마 5개| 생크림 3큰술| 버터 2큰술| 커스타드크림 100g| 설탕 1큰술| 소금 약간 | 소금 약간| 설탕 1큰술,"1. 고구마를 깨끗하게 씻어서 찜통에 쪄주세요. 통채로 쪄도 되고 반을 잘라서 쪄도 되는데 통채로 찌는게 모양이 더 이뻐요. 고구마가 다 쪄지면 약간의 온기가 남을때까지 식힌후 칼로 반을 잘라 숟가락으로 속을 파서 준비해 주세요.
2. 속을 파낸 고구마는 생크림과 설탕, 버터(1큰술), 소금을 약간 넣고 섞어 주세요.
3. 속을 파낸 고구마에 커스타드 크림을 약간 채우고요~
4. 커스타드크림 위에 으깬 고구마를 올려 표면을 잘 다듬어 겉에 버터(나머지 1큰술)나 계란물, 커스타드크림을 발라 주세요. 저는 버터와 커스타드크림을 겉에 발라 줬어요. 210도로 예열된 오븐에 겉이 노릇해 질때까지 15분정도 구워 주세요. 이미 다 익은것이니 그냥 겉이 노릇해 질 정도만 익혀 주시면 되요~ 각자 오븐에 맞게 시간조절 하세요~",,
감자스프,스프,끓이기,[재료] 감자(中) 2개| 생크림 1C| 우유 1C| 양파 1/2개| 베이컨 2장| 체다치즈 1장| 피자치즈 약간 [양념] 버터 1T| 육수 1C,"1. 감자는 깨끗히 씻어서 삶아서 준비해주시구요.
2. 양파도 사진처럼 잘라주시거나 양파가 씹히시는게 싫으시면 잘게 다져서 준비해주세요.
3. 감자를 삶는 동안 감자스프 위에 올릴 토핑을 준비해보아용. 베이컨은 사진처럼 바삭하게 구워주신 다음 키친타올에 올려 기름을 빼주세요.
4. 바삭하게 구운 베이컨은 잘게 채썰어주시구요. 체다치즈랑 피자치즈 작게 잘라서 준비해주세요.
5. 그 다음 감자 1/2개는 작게 잘라주시구요. 나머지 감자는 생크림과 우유를 넣고 믹서기에 윙 갈아주세요.
6. 여기 저만의 비법. 포실포실하고 부드러운 감자스프를 만들기위해서는 이렇게 체에 한번더 걸러주세요. 그러면 더 부드러운 감자스프를 즐기실수 있어용.
7. 이제 맛있게 감자스프를 끓여보아요. 버터 1T를 약한불에서 녹여주세요.
8. 녹인 버터위에 양파를 넣고 달달 투명하게 볶아주세요.
9. 생크림과 우유, 감자를 간 것과 육수 1C을 넣어주세요. 육수는 치킨스톡을 쓰시는게 좋은데요. 없으시면 그냥 물을 넣어주셔도 괜찮아요. 여기에 소금간을 해주세요.
10. 약한불에서 보글보글 끓여주세요. 눌지않게 중간중간 잘 저어주시면서 농도가 질어지면 맛있는 감자스프 완성.
11. 짜잔. 요렇게 포실포실 맛있는 감자스프 완성. 여기에 후추가루만 톡톡 뿌려먹어도 맛있지만 미리 준비해놓은 토핑을 올려주자구요.
12. 베이컨이랑 치즈를 가득 올려주고 파슬리를 솔솔 뿌려주면 이제야 말로 웃백이 스타일 감자스프 완성. 치즈가 사르륵 녹아서 더 맛있답니다. 아주 포실포실 감자스프. 이렇게 크래커도 찍어먹으면 더 맛있어요. 빵이나 크래커와 함께 내어주면 아이들 간식으로도 좋아요. 간식으로도 좋고 한끼 식사로도 좋고, 모임때도 등갈비와 스테이크를 준비할때에피타이저로 감자스프를 내어도 좋겠죠?",,
뚝배기라면,면/만두,끓이기,[재료] 좋아하는 종류의 라면 1봉지| 김치 1/4포기| 굴 5~6개| 파 1개| 청or홍고추 1개 [양념] 고춧가루 약간,"1. 김치는 채썰어서 준비해주세요. 굴을 소금물에 한번 헹궈서 준비해주세요. 은 크기가 약간 크고 오동통한걸로 준비
2. 뚝배기에 라면 분량의 물을 넣고 물이 팔팔 끓으면 굴을 넣어서 국물을 우려냅니다. 굴 말고도 집에있는 해물을 같이 넣어줘도 좋겠죠?
3. 그 다음 송송 썰은 김치를 퐁당 넣어줍니다.
4. 라면스프를 넣어주는데요. 라면스프의 양은 각자 취향에 맞게 조절해주세요.
5. 이제 맛있는 라면국물이 만들어 졌으니 라면사리를 넣어줍니다. 깔끔한 맛을 원하시면 라면을 따로 한번 삶으신 다음에 넣어주시면 되요.
6. 이제 어슷썰은 파와 청, 홍고추를 넣어주세요. 여기에 취향에 따라 고추가루도 천기누설 무릎팍 팍팍. 짜잔. 맛있는 김치 굴 뚝배기 라면 완성. 뚝배기에 끓이니 아직도 보글보글 김이 올라와요.
7. 보기만 해도 맛있어 보이죵? 요렇게 김치와 굴도 먹어보아요. 아주 오동통한 굴과 아삭한 김치의 만남, 맛있습니다. 매콤하고 김치는 아삭아삭하고 국물은 시원하고~",,
포테이토스킨,디저트,굽기,[재료] 감자 4개| 올리브유 약간| 베이컨 4장| 모짜렐라치즈 200그램| 파슬리 약간 [양념] 소금 약간,"1. 먼저 감자는 반을 잘라 쪄서 한김 식힌후에
2. 속을 파서 준비 하세요.
3. 요기서 튀겨도 되지만 저는 올리브유를 발라서 구워 줬어요. 기름에 튀기면 아무래도 번거롭기도 하고 칼로리도 더 높아 지는데 오븐에 구우면 기름도 적게들고 간편하게 만들수 있어서 좋은것 같아요. 올리브유를 바르고 소금을 약간씩 뿌려서 210도에서 10분간 구워 주세요.
4. 감자가 구워 질동안 베이컨을 적당한 크기로 잘라 노릇노릇하게 구워 주세요.
5. 구워져 나온 감자에 모짜렐라 치즈 올리고
6. 구운 베이컨과 파슬리도 솔솔 올려 주세요.
7. 다시 210도로 예열된 오븐에 치즈가 녹을때까지 10분 정도 구워 주세요.
8. 패밀리 레스토랑에서 즐기던 그맛 그대로. 홈메이드 포테이토스킨 완성. 사워크림과 잘 어울리구요. 기호에 따라 케첩과 칠리소스를 곁들여 드시면 좋아요뜨거울때 사워크림을 콕 찍어 한입 물면 치즈가 주~ 욱 늘어나요. 생각보다 느끼하지 않고 고소하고 담백해요. 바삭하게 구워진 베이컨의 풍미도 좋구요. 저는 초간단 버전으로 만들었지만 취향에 따라 파프리카나 양파등의 다른 재료를 곁들여서 만드셔도 맛이 더 좋답니다. 맥주를 부르는 포테이토스킨. 집에서 오븐으로 간단하게 만들어 드세요.",,
오코노미야키,메인반찬,부침,[재료] 양배추 1/2통| 숙주 1줌| 오징어 1마리| 새우 6마리| 베이컨 2줄| 계란 1개| 실파 약간 [오코노미야키반죽] 밀가루 1C| 물 1C| 혼다시 1T| 후추&소금 약간 [양념] 돈가스소스| 마요네즈,"1. 양배추는 채썰고 숙주는 머리 꼬리를 정리한후 씻어서 준비해주세요
2. 오징어와 새우는 껍집을 까서 썰어주고 베이컨은 먹기 좋은 크기로 잘라주세요
3. 밀가루1C, 물1C, 혼다시1T, 후추&소금 약간오코노미야키 반죽에 채썬 양배추와 숙주, 오징어를 넣어서 잘 섞어주세요
4. 약한 불에서 후라이팬에 기름을 살짝 두르고 반죽을 1cm정도 되도록 두껍게 부쳐준후 베이컨과 새우 ,실파를 올려주세요
5. 마지막으로 살짝 풀은 계란을 올린후 후라이팬을 살짝살짝 돌리면 서 계란이 골고루 뿌려지게 해주세요",,
야끼만두,면/만두,튀김,[재료] 당면 2줌| 부추 1줌| 만두피 10장 [양념] 간장 2T| 물엿 또는 설탕 1T| 참기름 1T| 다진 파 1T| 다진 마늘 1T | 소금 약간| 후추 약간,"1. 야끼만두 양념을 만들어주세요. 색이 너무 진하게 싫으면 간장양을 조금 줄이고 대신 소금으로 간을 맞춰주세요.
2. 부추는 깨끗히 손질해서 1cm 길이로 송송 썰어주세요.
3. 당면은 물에 불려 놓았다가 끓는 물에 한 번 삶은 다음 체에 받쳐서 준비해주세요. 물기가 빠지면 칼이나 가위를 이용해서 당면을 잘게 잘라주세요. 칼보다는 가위로 하는 게 더 간편해요.
4. 깊이가 있는 프라이팬에 식용유를 약간 두르고 당면을 볶아주세요.
5. 당면을 살짝 볶은 후에 만들어두었던 야끼만두 양념을 조금씩 부어가며 볶아주세요.
6. 송송 썰은 부추를 넣고 한번 더 볶아주면 야끼만두 속 완성.
7. 만두피에 적당하게 부추당면속을 올리고 만두피에 물을 묻혀서 기름에 튀길 때 떠지지 않도록 꼼꼼하게 빚어주세요.
8. 기름에 노릇노릇 튀겨주세요. 부추당면속은 다 익었기 때문에 겉의 만두피만 노릇노릇하게 튀기면 됩니다.",,
